site_id,timestamp,generation_kwh,ac_power_kw,dc_voltage,dc_current,ac_voltage,grid_frequency_hz,inverter_temperature_c,inverter_status,fault_code,data_received,source_quality_flag
MH-105,2026-05-30T08:30:00+05:30,1.6483,6.5932,572.3,11.98,225.8,49.98,42.1,RUNNING,,true,GOOD
MH-105,2026-05-30T08:45:00+05:30,1.7886,7.1545,563.5,13.2,228.0,49.94,42.0,RUNNING,,true,GOOD
MH-105,2026-05-30T09:00:00+05:30,1.9618,7.8471,556.5,14.65,227.4,49.98,41.3,RUNNING,,true,GOOD
MH-105,2026-05-30T09:15:00+05:30,2.2709,9.0835,559.9,16.83,229.8,49.98,43.8,RUNNING,,true,GOOD
MH-105,2026-05-30T09:30:00+05:30,2.4477,9.7908,566.2,17.92,231.0,49.96,47.9,RUNNING,,true,GOOD
MH-105,2026-05-30T09:45:00+05:30,2.3726,9.4906,557.4,17.65,230.2,50.0,47.1,RUNNING,,true,GOOD
MH-105,2026-05-30T10:00:00+05:30,2.5302,10.1206,550.4,19.05,230.1,50.02,46.4,RUNNING,,true,GOOD
MH-105,2026-05-30T10:15:00+05:30,2.6332,10.5328,551.7,19.77,229.2,49.99,46.9,RUNNING,,true,GOOD
MH-105,2026-05-30T10:30:00+05:30,2.9436,11.7743,556.3,21.89,229.6,49.98,48.7,RUNNING,,true,GOOD
MH-105,2026-05-30T10:45:00+05:30,2.9128,11.6512,557.9,21.61,230.0,50.01,51.0,RUNNING,,true,GOOD
MH-105,2026-05-30T11:00:00+05:30,3.0793,12.3172,551.2,23.1,229.4,49.99,50.3,RUNNING,,true,GOOD
MH-105,2026-05-30T11:15:00+05:30,3.0635,12.2542,544.4,23.27,229.0,50.01,51.3,RUNNING,,true,GOOD
MH-105,2026-05-30T11:30:00+05:30,3.2562,13.0248,549.2,24.5,229.5,49.93,52.3,RUNNING,,true,GOOD
MH-105,2026-05-30T11:45:00+05:30,3.238,12.9521,546.8,24.47,224.5,49.98,50.8,RUNNING,,true,GOOD
MH-105,2026-05-30T12:00:00+05:30,3.2003,12.801,538.9,24.54,230.8,50.02,53.5,RUNNING,,true,GOOD
MH-105,2026-05-30T12:15:00+05:30,3.1293,12.5171,552.0,23.44,224.5,50.04,48.7,RUNNING,,true,GOOD
MH-105,2026-05-30T12:30:00+05:30,2.9116,11.6466,544.1,22.14,229.0,50.03,50.7,RUNNING,,true,GOOD
MH-105,2026-05-30T12:45:00+05:30,3.0358,12.1433,557.3,22.53,228.7,50.02,48.8,RUNNING,,true,GOOD
MH-105,2026-05-30T13:00:00+05:30,3.1704,12.6817,544.8,24.05,233.4,50.0,50.1,RUNNING,,true,GOOD
MH-105,2026-05-30T13:15:00+05:30,3.0567,12.2268,549.2,23.02,231.0,50.02,51.0,RUNNING,,true,GOOD
MH-105,2026-05-30T13:30:00+05:30,3.0802,12.3207,564.3,22.57,232.9,49.99,52.1,RUNNING,,true,GOOD
MH-105,2026-05-30T13:45:00+05:30,3.0492,12.1967,549.3,22.96,224.1,50.0,47.8,RUNNING,,true,GOOD
MH-105,2026-05-30T14:00:00+05:30,2.9602,11.8408,561.4,21.82,234.6,49.95,49.4,RUNNING,,true,GOOD
MH-105,2026-05-30T14:15:00+05:30,2.8459,11.3837,554.2,21.26,229.4,49.94,49.2,RUNNING,,true,GOOD
MH-105,2026-05-30T14:30:00+05:30,2.6774,10.7096,559.2,19.83,229.6,50.04,47.4,RUNNING,,true,GOOD
MH-105,2026-05-30T14:45:00+05:30,2.449,9.7959,548.6,18.51,230.7,50.03,49.0,RUNNING,,true,GOOD
MH-105,2026-05-30T15:00:00+05:30,2.4904,9.9616,568.7,18.15,227.8,49.99,46.2,RUNNING,,true,GOOD
MH-105,2026-05-30T15:15:00+05:30,2.3524,9.4094,554.8,17.59,231.5,49.97,48.8,RUNNING,,true,GOOD
MH-105,2026-05-30T15:30:00+05:30,2.2862,9.1447,563.0,16.85,232.5,49.95,47.9,RUNNING,,true,GOOD
MH-105,2026-05-30T15:45:00+05:30,2.1291,8.5165,566.6,15.6,229.4,50.03,46.2,RUNNING,,true,GOOD
MH-105,2026-05-30T16:00:00+05:30,2.1026,8.4103,557.8,15.65,228.9,49.99,45.3,RUNNING,,true,GOOD
MH-105,2026-05-30T16:15:00+05:30,1.8315,7.3261,561.3,13.56,233.1,49.99,45.2,RUNNING,,true,GOOD
MH-105,2026-05-30T16:30:00+05:30,1.6627,6.6508,579.8,11.93,232.7,50.0,44.0,RUNNING,,true,GOOD
MH-105,2026-05-30T16:45:00+05:30,1.4539,5.8156,564.7,10.72,231.1,49.96,40.4,RUNNING,,true,GOOD
MH-105,2026-05-30T17:00:00+05:30,1.2521,5.0085,578.1,9.03,228.9,50.04,39.7,RUNNING,,true,GOOD
MH-105,2026-05-30T17:15:00+05:30,1.1294,4.5175,574.9,8.19,228.6,50.0,38.8,RUNNING,,true,GOOD
MH-105,2026-05-30T17:30:00+05:30,0.9691,3.8762,571.7,7.07,231.2,49.99,38.1,RUNNING,,true,GOOD
MH-105,2026-05-30T17:45:00+05:30,0.8402,3.3608,572.0,6.13,229.1,49.99,35.6,RUNNING,,true,GOOD
MH-105,2026-05-30T18:00:00+05:30,0.6977,2.791,581.2,5.01,229.8,50.07,36.1,RUNNING,,true,GOOD
MH-105,2026-05-30T18:15:00+05:30,0.4006,1.6025,579.5,2.89,231.1,49.98,35.4,RUNNING,,true,GOOD
MH-105,2026-05-30T18:30:00+05:30,0.2547,1.0188,583.6,1.83,229.7,49.98,33.5,RUNNING,,true,GOOD
MH-105,2026-05-30T18:45:00+05:30,0.1828,0.7311,597.6,1.28,232.1,49.98,31.6,RUNNING,,true,GOOD
MH-105,2026-05-30T19:00:00+05:30,0.0374,0.1495,585.4,0.27,230.0,49.97,34.7,RUNNING,,true,GOOD
MH-105,2026-05-30T19:15:00+05:30,0.0,0.0,0.0,0.0,231.2,50.03,33.3,STANDBY,,true,GOOD
MH-105,2026-05-30T19:30:00+05:30,0.0,0.0,0.0,0.0,225.7,49.98,30.1,STANDBY,,true,GOOD
MH-105,2026-05-30T19:45:00+05:30,0.0,0.0,0.0,0.0,227.3,49.93,31.7,STANDBY,,true,GOOD
MH-105,2026-05-30T20:00:00+05:30,0.0,0.0,0.0,0.0,232.5,49.97,29.8,STANDBY,,true,GOOD
MH-105,2026-05-30T20:15:00+05:30,0.0,0.0,0.0,0.0,229.3,49.98,29.8,STANDBY,,true,GOOD
MH-105,2026-05-30T20:30:00+05:30,0.0,0.0,0.0,0.0,231.8,50.02,28.6,STANDBY,,true,GOOD
MH-105,2026-05-30T20:45:00+05:30,0.0,0.0,0.0,0.0,231.4,50.04,28.5,STANDBY,,true,GOOD
MH-105,2026-05-30T21:00:00+05:30,0.0,0.0,0.0,0.0,234.1,49.96,27.4,STANDBY,,true,GOOD
MH-105,2026-05-30T21:15:00+05:30,0.0,0.0,0.0,0.0,233.6,50.03,28.7,STANDBY,,true,GOOD
MH-105,2026-05-30T21:30:00+05:30,0.0,0.0,0.0,0.0,230.8,50.01,29.9,STANDBY,,true,GOOD
MH-105,2026-05-30T21:45:00+05:30,0.0,0.0,0.0,0.0,232.5,50.04,28.9,STANDBY,,true,GOOD
MH-105,2026-05-30T22:00:00+05:30,0.0,0.0,0.0,0.0,232.7,49.98,28.3,STANDBY,,true,GOOD
MH-105,2026-05-30T22:15:00+05:30,0.0,0.0,0.0,0.0,232.2,50.02,29.0,STANDBY,,true,GOOD
MH-105,2026-05-30T22:30:00+05:30,0.0,0.0,0.0,0.0,231.6,49.95,28.3,STANDBY,,true,GOOD
MH-105,2026-05-30T22:45:00+05:30,0.0,0.0,0.0,0.0,225.9,50.01,27.7,STANDBY,,true,GOOD
MH-105,2026-05-30T23:00:00+05:30,0.0,0.0,0.0,0.0,233.3,49.99,29.7,STANDBY,,true,GOOD
MH-105,2026-05-30T23:15:00+05:30,0.0,0.0,0.0,0.0,228.6,50.04,27.3,STANDBY,,true,GOOD
MH-105,2026-05-30T23:30:00+05:30,0.0,0.0,0.0,0.0,230.4,50.02,29.6,STANDBY,,true,GOOD
MH-105,2026-05-30T23:45:00+05:30,0.0,0.0,0.0,0.0,234.6,50.0,29.0,STANDBY,,true,GOOD
MH-105,2026-05-31T00:00:00+05:30,0.0,0.0,0.0,0.0,232.9,50.04,31.5,STANDBY,,true,GOOD
MH-105,2026-05-31T00:15:00+05:30,0.0,0.0,0.0,0.0,228.2,50.0,28.9,STANDBY,,true,GOOD
MH-105,2026-05-31T00:30:00+05:30,0.0,0.0,0.0,0.0,225.7,49.99,30.0,STANDBY,,true,GOOD
MH-105,2026-05-31T00:45:00+05:30,0.0,0.0,0.0,0.0,227.3,50.02,32.0,STANDBY,,true,GOOD
MH-105,2026-05-31T01:00:00+05:30,0.0,0.0,0.0,0.0,228.9,50.02,32.6,STANDBY,,true,GOOD
MH-105,2026-05-31T01:15:00+05:30,0.0,0.0,0.0,0.0,227.6,49.96,27.6,STANDBY,,true,GOOD
MH-105,2026-05-31T01:30:00+05:30,0.0,0.0,0.0,0.0,227.9,49.99,30.5,STANDBY,,true,GOOD
MH-105,2026-05-31T01:45:00+05:30,0.0,0.0,0.0,0.0,227.7,50.06,31.1,STANDBY,,true,GOOD
MH-105,2026-05-31T02:00:00+05:30,0.0,0.0,0.0,0.0,227.7,50.04,29.4,STANDBY,,true,GOOD
MH-105,2026-05-31T02:15:00+05:30,0.0,0.0,0.0,0.0,227.3,50.01,30.2,STANDBY,,true,GOOD
MH-105,2026-05-31T02:30:00+05:30,0.0,0.0,0.0,0.0,231.0,50.02,31.3,STANDBY,,true,GOOD
MH-105,2026-05-31T02:45:00+05:30,0.0,0.0,0.0,0.0,229.5,49.94,30.2,STANDBY,,true,GOOD
MH-105,2026-05-31T03:00:00+05:30,0.0,0.0,0.0,0.0,232.1,50.0,30.0,STANDBY,,true,GOOD
MH-105,2026-05-31T03:15:00+05:30,0.0,0.0,0.0,0.0,232.0,50.02,28.9,STANDBY,,true,GOOD
MH-105,2026-05-31T03:30:00+05:30,0.0,0.0,0.0,0.0,230.7,50.02,29.1,STANDBY,,true,GOOD
MH-105,2026-05-31T03:45:00+05:30,0.0,0.0,0.0,0.0,229.8,50.05,30.9,STANDBY,,true,GOOD
MH-105,2026-05-31T04:00:00+05:30,0.0,0.0,0.0,0.0,230.4,50.02,29.4,STANDBY,,true,GOOD
MH-105,2026-05-31T04:15:00+05:30,0.0,0.0,0.0,0.0,227.4,49.98,29.7,STANDBY,,true,GOOD
MH-105,2026-05-31T04:30:00+05:30,0.0,0.0,0.0,0.0,232.4,50.03,30.2,STANDBY,,true,GOOD
MH-105,2026-05-31T04:45:00+05:30,0.0,0.0,0.0,0.0,231.8,49.94,29.5,STANDBY,,true,GOOD
MH-105,2026-05-31T05:00:00+05:30,0.0,0.0,0.0,0.0,230.6,49.96,29.9,STANDBY,,true,GOOD
MH-105,2026-05-31T05:15:00+05:30,0.0,0.0,0.0,0.0,227.2,50.0,29.1,STANDBY,,true,GOOD
MH-105,2026-05-31T05:30:00+05:30,0.0,0.0,0.0,0.0,231.2,50.02,31.5,STANDBY,,true,GOOD
MH-105,2026-05-31T05:45:00+05:30,0.0,0.0,0.0,0.0,232.0,50.04,31.6,STANDBY,,true,GOOD
MH-105,2026-05-31T06:00:00+05:30,0.0,0.0,0.0,0.0,231.9,50.0,32.7,STANDBY,,true,GOOD
MH-105,2026-05-31T06:15:00+05:30,0.1185,0.474,586.0,0.85,229.8,50.03,32.3,RUNNING,,true,GOOD
MH-105,2026-05-31T06:30:00+05:30,0.3457,1.383,590.1,2.45,231.9,49.97,31.6,RUNNING,,true,GOOD
MH-105,2026-05-31T06:45:00+05:30,0.422,1.688,584.2,3.02,231.1,49.98,35.5,RUNNING,,true,GOOD
MH-105,2026-05-31T07:00:00+05:30,0.6586,2.6345,573.7,4.8,229.4,49.97,36.2,RUNNING,,true,GOOD
MH-105,2026-05-31T07:15:00+05:30,0.8088,3.2354,579.7,5.82,228.0,50.01,35.8,RUNNING,,true,GOOD
MH-105,2026-05-31T07:30:00+05:30,0.985,3.9399,582.6,7.05,229.3,50.01,38.3,RUNNING,,true,GOOD
MH-105,2026-05-31T07:45:00+05:30,1.1331,4.5326,573.3,8.24,227.5,50.01,40.3,RUNNING,,true,GOOD
MH-105,2026-05-31T08:00:00+05:30,1.3945,5.5779,567.3,10.24,226.2,49.99,41.3,RUNNING,,true,GOOD
MH-105,2026-05-31T08:15:00+05:30,1.4888,5.9553,571.7,10.84,230.7,49.97,39.4,RUNNING,,true,GOOD
MH-105,2026-05-31T08:30:00+05:30,1.6284,6.5136,555.2,12.2,234.8,49.99,42.9,RUNNING,,true,SUSPECT
MH-105,2026-05-31T08:45:00+05:30,1.9242,7.6969,563.2,14.2,226.5,49.99,45.6,RUNNING,,true,GOOD
MH-105,2026-05-31T09:00:00+05:30,2.0518,8.2072,565.1,15.08,229.0,50.02,46.2,RUNNING,,true,GOOD
MH-105,2026-05-31T09:15:00+05:30,2.3732,9.4929,559.9,17.58,226.8,49.97,47.0,RUNNING,,true,GOOD
MH-105,2026-05-31T09:30:00+05:30,2.4603,9.841,561.6,18.16,230.3,49.96,47.9,RUNNING,,true,GOOD
MH-105,2026-05-31T09:45:00+05:30,2.6123,10.4494,550.2,19.67,225.4,50.02,48.6,RUNNING,,true,GOOD
MH-105,2026-05-31T10:00:00+05:30,2.8779,11.5114,557.9,21.35,230.7,49.99,47.6,RUNNING,,true,GOOD
MH-105,2026-05-31T10:15:00+05:30,2.9612,11.8449,536.8,22.82,226.7,50.05,48.6,RUNNING,,true,GOOD
MH-105,2026-05-31T10:30:00+05:30,3.0129,12.0515,553.0,22.53,229.9,49.96,52.6,RUNNING,,true,GOOD
MH-105,2026-05-31T10:45:00+05:30,3.1266,12.5064,565.2,22.87,232.2,50.0,48.5,RUNNING,,true,GOOD
MH-105,2026-05-31T11:00:00+05:30,3.2831,13.1324,553.3,24.52,229.9,50.02,51.2,RUNNING,,true,GOOD
MH-105,2026-05-31T11:15:00+05:30,3.3556,13.4222,550.2,25.19,231.5,49.98,50.2,RUNNING,,true,GOOD
MH-105,2026-05-31T11:30:00+05:30,3.411,13.6439,547.7,25.72,233.8,49.97,52.7,RUNNING,,true,GOOD
MH-105,2026-05-31T11:45:00+05:30,3.3428,13.3712,550.2,25.1,231.5,50.03,52.6,RUNNING,,true,GOOD
MH-105,2026-05-31T12:00:00+05:30,3.3046,13.2186,556.1,24.55,232.7,49.98,54.1,RUNNING,,true,GOOD
MH-105,2026-05-31T12:15:00+05:30,3.331,13.324,557.1,24.7,229.0,49.97,51.6,RUNNING,,true,GOOD
MH-105,2026-05-31T12:30:00+05:30,2.9528,11.8111,549.5,22.23,232.9,50.04,50.8,RUNNING,,true,GOOD
MH-105,2026-05-31T12:45:00+05:30,2.9712,11.8848,557.8,22.04,230.1,49.97,51.8,RUNNING,,true,GOOD
MH-105,2026-05-31T13:00:00+05:30,3.0203,12.0812,542.2,23.04,230.5,49.9,52.8,RUNNING,,true,GOOD
MH-105,2026-05-31T13:15:00+05:30,3.1815,12.7261,545.8,24.09,234.3,49.99,50.3,RUNNING,,true,GOOD
MH-105,2026-05-31T13:30:00+05:30,3.147,12.588,544.8,23.88,231.3,49.99,50.5,RUNNING,,true,GOOD
MH-105,2026-05-31T13:45:00+05:30,3.1882,12.7529,543.6,24.24,230.4,50.02,51.3,RUNNING,,true,GOOD
MH-105,2026-05-31T14:00:00+05:30,3.1033,12.4131,564.9,22.71,231.4,50.04,48.0,RUNNING,,true,GOOD
MH-105,2026-05-31T14:15:00+05:30,3.0694,12.2774,543.2,23.36,230.5,50.02,51.5,RUNNING,,true,GOOD
MH-105,2026-05-31T14:30:00+05:30,3.0255,12.1021,558.7,22.4,227.4,49.96,50.1,RUNNING,,true,GOOD
MH-105,2026-05-31T14:45:00+05:30,2.8654,11.4616,559.0,21.22,228.3,50.05,51.0,RUNNING,,true,GOOD
MH-105,2026-05-31T15:00:00+05:30,2.6962,10.7848,544.2,20.52,226.5,49.98,48.0,RUNNING,,true,GOOD
MH-105,2026-05-31T15:15:00+05:30,2.5261,10.1044,551.3,18.99,230.1,49.95,47.5,RUNNING,,true,GOOD
MH-105,2026-05-31T15:30:00+05:30,2.3061,9.2244,562.6,17.01,230.0,50.05,48.2,RUNNING,,true,GOOD
MH-105,2026-05-31T15:45:00+05:30,2.0915,8.3661,563.6,15.41,235.0,50.03,45.4,RUNNING,,true,GOOD
MH-105,2026-05-31T16:00:00+05:30,1.9834,7.9334,570.9,14.43,232.4,49.96,44.1,RUNNING,,true,GOOD
MH-105,2026-05-31T16:15:00+05:30,1.8879,7.5516,568.1,13.81,232.7,49.99,44.4,RUNNING,,true,GOOD
MH-105,2026-05-31T16:30:00+05:30,1.7308,6.9231,563.5,12.77,233.2,50.01,45.4,RUNNING,,true,GOOD
MH-105,2026-05-31T16:45:00+05:30,1.5955,6.3821,561.5,11.82,232.6,49.98,41.5,RUNNING,,true,GOOD
MH-105,2026-05-31T17:00:00+05:30,1.3409,5.3638,572.6,9.75,229.6,49.94,41.6,RUNNING,,true,GOOD
MH-105,2026-05-31T17:15:00+05:30,1.1873,4.7491,571.0,8.67,231.6,49.98,39.5,RUNNING,,true,GOOD
MH-105,2026-05-31T17:30:00+05:30,1.025,4.1001,571.5,7.48,233.9,49.98,37.2,RUNNING,,true,GOOD
MH-105,2026-05-31T17:45:00+05:30,0.8274,3.3095,578.0,5.97,227.7,49.99,37.9,RUNNING,,true,GOOD
MH-105,2026-05-31T18:00:00+05:30,0.6903,2.761,584.9,4.93,234.8,50.01,36.4,RUNNING,,true,GOOD
MH-105,2026-05-31T18:15:00+05:30,0.4445,1.7779,579.6,3.21,232.6,49.98,34.8,RUNNING,,true,GOOD
MH-105,2026-05-31T18:30:00+05:30,0.2644,1.0577,580.8,1.9,227.8,50.06,35.1,RUNNING,,true,GOOD
MH-105,2026-05-31T18:45:00+05:30,0.1293,0.5173,576.8,0.94,231.5,49.99,34.8,RUNNING,,true,GOOD
MH-105,2026-05-31T19:00:00+05:30,0.0098,0.0393,585.4,0.07,229.6,50.03,34.9,RUNNING,,true,GOOD
MH-105,2026-05-31T19:15:00+05:30,0.0,0.0,0.0,0.0,231.6,50.05,31.6,STANDBY,,true,GOOD
MH-105,2026-05-31T19:30:00+05:30,0.0,0.0,0.0,0.0,232.9,50.05,32.9,STANDBY,,true,GOOD
MH-105,2026-05-31T19:45:00+05:30,0.0,0.0,0.0,0.0,239.3,49.95,31.9,STANDBY,,true,GOOD
MH-105,2026-05-31T20:00:00+05:30,0.0,0.0,0.0,0.0,233.8,49.98,30.4,STANDBY,,true,GOOD
MH-105,2026-05-31T20:15:00+05:30,0.0,0.0,0.0,0.0,228.5,49.93,31.6,STANDBY,,true,GOOD
MH-105,2026-05-31T20:30:00+05:30,0.0,0.0,0.0,0.0,233.0,50.06,32.5,STANDBY,,true,GOOD
MH-105,2026-05-31T20:45:00+05:30,0.0,0.0,0.0,0.0,232.1,49.96,31.1,STANDBY,,true,GOOD
MH-105,2026-05-31T21:00:00+05:30,0.0,0.0,0.0,0.0,233.8,49.95,29.0,STANDBY,,true,GOOD
MH-105,2026-05-31T21:15:00+05:30,0.0,0.0,0.0,0.0,228.6,49.96,30.6,STANDBY,,true,GOOD
MH-105,2026-05-31T21:30:00+05:30,0.0,0.0,0.0,0.0,233.3,49.95,29.0,STANDBY,,true,GOOD
MH-105,2026-05-31T21:45:00+05:30,0.0,0.0,0.0,0.0,228.0,49.99,30.3,STANDBY,,true,GOOD
MH-105,2026-05-31T22:00:00+05:30,0.0,0.0,0.0,0.0,232.3,50.04,30.7,STANDBY,,true,GOOD
MH-105,2026-05-31T22:15:00+05:30,0.0,0.0,0.0,0.0,228.2,49.98,31.5,STANDBY,,true,GOOD
MH-105,2026-05-31T22:30:00+05:30,0.0,0.0,0.0,0.0,229.1,49.92,27.8,STANDBY,,true,GOOD
MH-105,2026-05-31T22:45:00+05:30,0.0,0.0,0.0,0.0,229.9,49.97,30.2,STANDBY,,true,GOOD
MH-105,2026-05-31T23:00:00+05:30,0.0,0.0,0.0,0.0,227.9,50.09,28.6,STANDBY,,true,GOOD
MH-105,2026-05-31T23:15:00+05:30,0.0,0.0,0.0,0.0,229.5,50.03,31.1,STANDBY,,true,GOOD
MH-105,2026-05-31T23:30:00+05:30,0.0,0.0,0.0,0.0,232.1,49.98,28.8,STANDBY,,true,GOOD
MH-105,2026-05-31T23:45:00+05:30,0.0,0.0,0.0,0.0,230.4,49.99,29.4,STANDBY,,true,GOOD
MH-105,2026-06-01T00:00:00+05:30,0.0,0.0,0.0,0.0,228.7,49.97,30.0,STANDBY,,true,GOOD
MH-105,2026-06-01T00:15:00+05:30,0.0,0.0,0.0,0.0,230.0,49.95,26.8,STANDBY,,true,GOOD
MH-105,2026-06-01T00:30:00+05:30,0.0,0.0,0.0,0.0,231.7,50.0,25.9,STANDBY,,true,GOOD
MH-105,2026-06-01T00:45:00+05:30,0.0,0.0,0.0,0.0,232.7,50.01,29.1,STANDBY,,true,GOOD
MH-105,2026-06-01T01:00:00+05:30,0.0,0.0,0.0,0.0,228.9,50.0,27.7,STANDBY,,true,GOOD
MH-105,2026-06-01T01:15:00+05:30,0.0,0.0,0.0,0.0,227.9,49.95,27.6,STANDBY,,true,GOOD
MH-105,2026-06-01T01:30:00+05:30,0.0,0.0,0.0,0.0,228.6,49.97,27.4,STANDBY,,true,GOOD
MH-105,2026-06-01T01:45:00+05:30,0.0,0.0,0.0,0.0,229.6,50.05,28.2,STANDBY,,true,GOOD
MH-105,2026-06-01T02:00:00+05:30,0.0,0.0,0.0,0.0,227.4,49.97,28.6,STANDBY,,true,GOOD
MH-105,2026-06-01T02:15:00+05:30,0.0,0.0,0.0,0.0,229.3,50.0,25.5,STANDBY,,true,GOOD
MH-105,2026-06-01T02:30:00+05:30,0.0,0.0,0.0,0.0,230.5,50.03,26.7,STANDBY,,true,GOOD
MH-105,2026-06-01T02:45:00+05:30,0.0,0.0,0.0,0.0,230.0,50.02,29.0,STANDBY,,true,GOOD
MH-105,2026-06-01T03:00:00+05:30,0.0,0.0,0.0,0.0,227.4,49.95,27.2,STANDBY,,true,GOOD
MH-105,2026-06-01T03:15:00+05:30,0.0,0.0,0.0,0.0,234.1,50.01,29.0,STANDBY,,true,GOOD
MH-105,2026-06-01T03:30:00+05:30,0.0,0.0,0.0,0.0,230.3,50.03,28.7,STANDBY,,true,GOOD
MH-105,2026-06-01T03:45:00+05:30,0.0,0.0,0.0,0.0,228.9,50.03,26.6,STANDBY,,true,GOOD
MH-105,2026-06-01T04:00:00+05:30,0.0,0.0,0.0,0.0,227.7,50.05,28.2,STANDBY,,true,GOOD
MH-105,2026-06-01T04:15:00+05:30,0.0,0.0,0.0,0.0,224.9,49.98,27.8,STANDBY,,true,GOOD
MH-105,2026-06-01T04:30:00+05:30,0.0,0.0,0.0,0.0,227.7,49.99,27.5,STANDBY,,true,GOOD
MH-105,2026-06-01T04:45:00+05:30,0.0,0.0,0.0,0.0,227.5,50.06,26.8,STANDBY,,true,GOOD
MH-105,2026-06-01T05:00:00+05:30,0.0,0.0,0.0,0.0,227.3,49.95,30.5,STANDBY,,true,GOOD
MH-105,2026-06-01T05:15:00+05:30,0.0,0.0,0.0,0.0,228.2,49.99,29.4,STANDBY,,true,GOOD
MH-105,2026-06-01T05:30:00+05:30,0.0,0.0,0.0,0.0,230.9,50.05,26.2,STANDBY,,true,GOOD
MH-105,2026-06-01T05:45:00+05:30,0.0,0.0,0.0,0.0,231.0,49.98,27.7,STANDBY,,true,GOOD
MH-105,2026-06-01T06:00:00+05:30,0.0,0.0,0.0,0.0,226.0,50.01,31.4,STANDBY,,true,GOOD
MH-105,2026-06-01T06:15:00+05:30,0.1108,0.4433,586.8,0.79,232.6,50.06,31.8,RUNNING,,true,GOOD
MH-105,2026-06-01T06:30:00+05:30,0.2885,1.1541,590.7,2.04,227.7,49.98,30.8,RUNNING,,true,GOOD
MH-105,2026-06-01T06:45:00+05:30,0.5299,2.1198,575.0,3.85,227.4,49.97,33.3,RUNNING,,true,GOOD
MH-105,2026-06-01T07:00:00+05:30,0.5965,2.386,582.8,4.28,234.4,50.0,33.6,RUNNING,,true,GOOD
MH-105,2026-06-01T07:15:00+05:30,0.7762,3.1048,571.4,5.67,227.4,49.97,33.9,RUNNING,,true,GOOD
MH-105,2026-06-01T07:30:00+05:30,1.0503,4.2012,570.3,7.68,224.4,50.02,37.7,RUNNING,,true,GOOD
MH-105,2026-06-01T07:45:00+05:30,1.2033,4.8132,565.5,8.87,234.1,49.96,39.6,RUNNING,,true,GOOD
MH-105,2026-06-01T08:00:00+05:30,1.3181,5.2722,584.3,9.4,229.0,50.02,39.8,RUNNING,,true,GOOD
MH-105,2026-06-01T08:15:00+05:30,1.4114,5.6455,569.9,10.31,232.1,49.99,39.6,RUNNING,,true,GOOD
MH-105,2026-06-01T08:30:00+05:30,1.6723,6.6893,559.3,12.44,231.0,49.99,41.1,RUNNING,,true,GOOD
MH-105,2026-06-01T08:45:00+05:30,1.8732,7.4927,569.3,13.67,225.4,49.96,41.7,RUNNING,,true,GOOD
MH-105,2026-06-01T09:00:00+05:30,2.1287,8.5146,565.1,15.64,234.6,50.08,43.1,RUNNING,,true,GOOD
MH-105,2026-06-01T09:15:00+05:30,2.2385,8.954,548.7,16.93,230.8,50.01,42.9,RUNNING,,true,GOOD
MH-105,2026-06-01T09:30:00+05:30,2.2885,9.1539,562.7,16.87,229.5,50.0,44.7,RUNNING,,true,GOOD
MH-105,2026-06-01T09:45:00+05:30,2.4202,9.6808,553.4,18.13,228.1,49.98,44.8,RUNNING,,true,GOOD
MH-105,2026-06-01T10:00:00+05:30,2.6651,10.6603,552.2,19.99,228.0,49.96,46.3,RUNNING,,true,GOOD
MH-105,2026-06-01T10:15:00+05:30,2.6599,10.6397,559.4,19.7,228.7,50.01,46.1,RUNNING,,true,GOOD
MH-105,2026-06-01T10:30:00+05:30,2.752,11.0081,548.7,20.77,227.0,50.01,46.4,RUNNING,,true,GOOD
MH-105,2026-06-01T10:45:00+05:30,2.9155,11.6618,558.3,21.61,225.7,50.07,48.2,RUNNING,,true,GOOD
MH-105,2026-06-01T11:00:00+05:30,2.9065,11.626,551.5,21.81,227.3,49.99,47.1,RUNNING,,true,GOOD
MH-105,2026-06-01T11:15:00+05:30,3.0104,12.0416,543.8,22.9,231.6,50.0,50.3,RUNNING,,true,GOOD
MH-105,2026-06-01T11:30:00+05:30,3.0739,12.2957,557.0,22.82,229.6,50.03,49.8,RUNNING,,true,GOOD
MH-105,2026-06-01T11:45:00+05:30,3.0877,12.3507,553.3,23.08,230.7,50.0,49.1,RUNNING,,true,GOOD
MH-105,2026-06-01T12:00:00+05:30,2.997,11.9882,555.4,22.32,227.0,49.98,50.1,RUNNING,,true,GOOD
MH-105,2026-06-01T12:15:00+05:30,2.7658,11.0631,552.1,20.74,229.0,50.01,47.3,RUNNING,,true,GOOD
MH-105,2026-06-01T12:30:00+05:30,2.685,10.7401,555.8,20.01,231.2,50.04,49.8,RUNNING,,true,GOOD
MH-105,2026-06-01T12:45:00+05:30,2.8221,11.2882,560.8,20.83,229.7,49.99,47.9,RUNNING,,true,GOOD
MH-105,2026-06-01T13:00:00+05:30,2.7194,10.8777,551.9,20.4,228.2,50.01,48.1,RUNNING,,true,GOOD
MH-105,2026-06-01T13:15:00+05:30,2.741,10.9638,558.0,20.34,228.6,49.97,47.8,RUNNING,,true,GOOD
MH-105,2026-06-01T13:30:00+05:30,2.8133,11.2531,560.9,20.76,230.9,49.94,48.8,RUNNING,,true,GOOD
